row_index,doc_id,question,answer,true_label,predicted_label,verdict,entailment_score,neutral_score,contradiction_score,max_similarity,retrieved_context,is_correct,error_type,verdict_detail
48,dewalt_saw.pdf,What size circular saw blade is this tool designed for?,"7–1/4"" [178 mm] diameter",0,0,GROUNDED,0.9861,0.0022,0.0116,0.7602,"blade. 3. Clean any sawdust that may have accumulated in the guard or clamp washer area and check the condition and operation of the lower blade guard as previously outlined. Do not lubricate this area. 4. Select the proper blade for the application (refer to Recommended Blade Types under Blades). Always use blades that are the correct size (7–1/4"" [178 mm] diameter) with the proper size and shape center hole for mounting on the saw spindle. Always assure that the maximum recommended speed (rpm)",True,TN,GROUNDED
49,lg_home_theater.pdf,What's the model number for this home theater system?,MODEL: LFD750,0,0,GROUNDED,0.9926,0.0012,0.0062,0.7161,"Mini Home Theater OWNER’S MANUAL MODEL: LFD750 LFD750 FBS162V Before connecting, operating or adjusting this product, please read this instruction booklet carefully and completely. FB162_A0U_JA1ULL5 © Copyright 2007, LG Electronics U.S.A., Inc. For service/ support Call: Toll Free Number 1-800-243-0000",True,TN,GROUNDED
50,samsung_phone_zfold.pdf,How do I set up my voicemail?,"1. From Phone, touch and hold the 2 key or tap Voicemail . 
2. Follow the tutorial to create a password, record a greeting, and record your name.",1,0,GROUNDED,0.9095,0.0055,0.085,0.9189,"for the first time. You can access voicemail through the Phone app. Options may vary by service provider. 1. From Phone, touch and hold the 1 key or tap Voicemail. 2. Follow the tutorial to create a password, record a greeting, and record your name. Getting started",False,FN,GROUNDED
51,tesla_model_s.pdf,Why should seat covers not be used on the front seats?,Doing so could restrict deployment of the seatmounted side air bags if a collision occurs. Seat covers\ncan also interfere with the occupant detection system\nthat is used to determine the status of the passenger\nfront airbag.,0,0,GROUNDED,0.9961,0.0009,0.003,0.8555,"age, neurological injury, or some other condition, should exercise caution when using the climate control system and seat heaters. Seat Covers WARNING: Do not use seat covers on front seats. Doing so could restrict deployment of the seat- mounted side air bags if a collision occurs. Seat covers can also interfere with the occupant detection system that is used to determine the status of the passenger front airbag. Front and Rear Seats Seating and Safety Restraints",True,TN,GROUNDED
52,tesla_model_s.pdf,What file system format is required for a USB drive used for Dashcam and Sentry Mode video recording?,ext2,1,1,UNCERTAIN,0.6097,0.0085,0.3818,0.8398,"Some features require you to use a USB drive (for example, Dashcam, Sentry Mode and Track Mode, if equipped,) that meet these requirements: • Minimum storage capacity of 64 GB. Use a USB drive with as much available storage as possible. Video footage can occupy a large amount of space. • A sustained write speed of at least 4 MB/s. Note that sustained write speed differs from peak write speed. • USB 2.0 compatible. If using a USB 3.0 drive, it must also support USB 2.0. • Properly formatted (eith",True,TP,UNCERTAIN_LEANING_GROUNDED
53,hilti_hammer.pdf,What does the DANGER! warning signal word signify?,Draws attention to imminent dan g er that will lead to serious p ersonal in j ur y or fatalit y .,0,0,GROUNDED,0.9906,0.0009,0.0085,0.781,"for the latest version on the product’s page on Hilti’s website. To do this, follow the link or scan the QR code in this documentation, marked with the symbol . • Ensure that these operating instructions are with the product when it is given to other persons. Explanation of symbols Warnings Warnings alert persons to hazards that occur when handling or using the product. The following signal words are used: DANGER DANGER ! ▶Draws attention to imminent danger that will lead to serious personal inj",True,TN,GROUNDED
54,prusa_3d-printer.pdf,What is the specified build volume for the Original Prusa MK4S?,250×210×220 mm,0,0,GROUNDED,0.9685,0.0017,0.0299,0.8083,"Product Information Name: Original Prusa MK4S Original Prusa MK3.9S Manufacturer: Prusa Research a.s., Partyzánská 188/7a, Holešovice, 170 00 Praha 7, Česká republika Contacts: Phone: +420 222 263 718, e-mail: info@prusa3d.com EEE Category: 3 (IT / Telecommunications Equipment) Power Supply: 100-240 VAC, 2.8 A max., 50-60 Hz Frequency Bands: WLAN: 2400,0-2483,5 MHz NFC: 13,553-13,567 MHz Maximum Radiated Radio Frequency Performance (WLAN): < 100 mW e.i.r.p. Maximum Magnetic Field Strength (NFC):",True,TN,GROUNDED
55,tesla_model_s.pdf,What could happen if Autopilot cannot change lanes due to inadequate data?,"If Autopilot cannot change lanes due to\ninadequate data, the instrument cluster displays a\nseries of warnings. (...) always pay attention to the instrument cluster\nand be prepared to manually steer Model S.",0,0,GROUNDED,0.9906,0.0013,0.008,0.8366,"detect vehicles and obstacles in adjacent lanes, it is your responsibility to always perform visual checks to make sure it is safe and appropriate to move into the target lane. If Auto Lane Change cannot change lanes due to inadequate data, the instrument cluster displays a series of warnings. Therefore, when using Auto Lane Change, always pay attention to the instrument cluster and be prepared to manually steer Model S. The minimum speed at which Auto Lane Change changes lanes may vary dependin",True,TN,GROUNDED
56,nintendo_2ds_xl.pdf,What audio file formats are compatible with Nintendo 3DS Sound?,"AAC files with .m4a, .mp4, and .3gp extensions, or MP3 files with .wav extensions.",1,1,UNCERTAIN,0.5074,0.0071,0.4855,0.8438,Consumer Information Consumer Information Music files saved on an SD Card won’t display in Nintendo 3DS Sound. • Make sure the files are in a format compatible with Nintendo 3DS Sound (see the troubleshooting step below for compatible file formats). • Make sure the files are not saved in the “Private” folder inside the “Nintendo 3DS” folder on the SD Card (this folder is visible when viewing the SD Card contents on a PC). The contents of this folder are not visible in Nintendo 3DS Sound. Music f,True,TP,UNCERTAIN_LEANING_GROUNDED
57,lg_home_theater.pdf,What are the external dimensions (W x H x D) of the main unit?,170 x 253 x 265 mm,0,1,UNCERTAIN,0.0,1.0,0.0,0.627936840057373,[UNSUPPORTED] max_sim=0.628 < threshold=0.7,False,FP,UNCERTAIN
58,prusa_3d-printer.pdf,How do I correctly install the flexible print sheet onto the heatbed?,Attach the sheet by first aligning the rear cutout with the locking pins on the back of the\nheated bed (marked in orange in the picture above). Hold the sheet by the front two corners and\nslowly lay it down onto the heated bed - watch your fingers!,0,0,GROUNDED,0.9875,0.0017,0.0107,0.8818,"the heated bed! Attach the sheet by first aligning the rear cutout with the locking pins on the back of the heated bed (marked in orange in the picture above). Hold the sheet by the front two corners and slowly lay it down onto the heated bed - watch your fingers! For your first print, it is enough to wipe the bed using the supplied cleaning wipes soaked with isopropyl alcohol. You can do it now, but make sure not to touch the surface of the sheet afterward.",True,TN,GROUNDED
59,omron_monitor.pdf,What does the monitor do with the measurement data automatically after a reading?,The monitor automatically stores the measurement in its memory.,0,0,GROUNDED,0.9948,0.0015,0.0036,0.7721,"3. Using the Unit EN 2. Remove the arm cuff. 3. Press the O/I START button to turn off the monitor. The monitor automatically stores the measurement in its memory. It will automatically turn off after five minutes. Important: • Recent research suggests that the following values can be used as a guide to high blood pressure for measurements taken at home. This criteria is for home blood pressure measurement. For professional office blood pressure measurement criteria, please refer to Chapter 7. •",True,TN,GROUNDED
60,hilti_hammer.pdf,"According to the product overview key, what is component (5) described as?",Power reduction button (40% power),1,1,UNCERTAIN,0.6652,0.0072,0.3277,0.7327,an explosion if you accidentally damage an electric cable or a gas or water pipe. Power tool use and care ▶Switch the product off immediately if the accessory tool jams. The product might twist off-line. ▶Wait until the product has come to a complete stop before you lay it down. Description Overview of the product 1 @ Chuck ; Depth gauge = Function selector switch % Control switch & Supply cord ( Side handle ) Lockbutton for continuous operation + Service indicator § Reduced-power indicator / Po,True,TP,UNCERTAIN_LEANING_GROUNDED
61,nintendo_2ds_xl.pdf,What steps can be taken to reduce the likelihood of a seizure when playing video games?,"1. Sit or stand as far from the screen as possible.
2. Play video games on the largest available television screen with a high refresh rate.
3. Do not play if you are tired or need sleep.
4. Play in a well-lit room.
5. Take a 5 to 10 minute break every hour.",1,1,UNCERTAIN,0.5962,0.0067,0.3971,0.8706,or stand as far from the screen as possible. 2. Play video games on the smallest available television screen. 3. Do not play if you are tired or need sleep. 4. Play in a well-lit room. 5. Take a 10 to 15 minute break every hour. Health and Safety Information Health and Safety Information and Usage Guidelines System Configuration System Settings Nintendo Network ID Settings Linking a Nintendo Network ID Internet Settings Internet connection requirements Configure your Internet settings Setup usin,True,TP,UNCERTAIN_LEANING_GROUNDED
62,samsung_phone_zfold.pdf,What is the safety instruction for using the device's speakers?,When using the speakers do not place the device close to your nose.,1,0,GROUNDED,0.9031,0.0064,0.0905,0.7603,• Amplify ambient sound: Enable this feature and connect headphones to your device to amplify the sounds of conversations. • Adapt sound: Customize the sound for each ear and enhance your listening experience. • Mute all sounds: Turn off all notifications and audio for privacy. • Mono audio: Switch audio from stereo to mono. • Left/right sound balance: Use the sliders to adjust the left and right balance for connected audio and device speakers. Interaction and dexterity You can configure Accessi,False,FN,GROUNDED
63,makita_drill.pdf,What is a potential severe consequence if battery electrolyte contacts the eyes?,It may result in partial loss of your hearing.,1,1,HALLUCINATION,0.0999,0.0034,0.8966,0.7378,"• Due to our continuing program of research and development, the specifications herein are subject to change without notice. • Specifications and battery cartridge may differ from country to country. • Weight, with battery cartridge, according to EPTA-Procedure 01/2003 SAFETY WARNINGS General power tool safety warnings WARNING: Read all safety warnings and all instructions. Failure to follow the warnings and instruc- tions may result in electric shock, fire and/or serious injury. Save all warnin",True,TP,HALLUCINATION
