question_id,doc_id,category,question,answer,retrieved_context,retrieved_pages,nli_label,verdict,entailment,neutral,contradiction
electrolux_oven_Q021,electrolux_oven.pdf,Conditional Logic/Causal Reasoning,What happens if I pour water directly into the oven when it's hot?,This could cause damage to the enamel and discolouration.,"any strain on the oven door when open. • Never pour water directly into the oven when it is hot. This could cause damage to the enamel and discolor­ ation. • Rough handling, especially around the edges of the front panel, can cause the glass to break. • Do not store any flammable materi­ als inside the oven. These could ig­ nite when the oven is switched on. • Do not store any moist foods inside the oven. This could damage the oven enamel. • After switching off the cooling fan, do not keep uncovered dishes in the ov­ en.","6, 39, 11, 5, 48, 3",entailment,GROUNDED,0.9976,0.0021,0.0003
electrolux_oven_Q022,electrolux_oven.pdf,Conditional Logic/Causal Reasoning,What can occur if the oven is lined with aluminium foil or if pots are placed directly on the oven floor?,the heat that builds up will damage the oven enamel.,"6 electrolux safety instructions How to avoid damage to the appliance • Do not line the oven with aluminium foil and do not place baking trays, pots, etc. on the oven floor, as the heat that builds up will damage the oven enamel. • Fruit juices dripping from the baking tray will leave stains, which you will not be able to remove. For very moist cakes, use a deep tray. • Do not put any strain on the oven door when open. • Never pour water directly into the oven when it is hot. This could cause damage to the enamel and discolor­ ation.","6, 39, 11, 42, 3",entailment,GROUNDED,0.9917,0.0081,0.0002
electrolux_oven_Q023,electrolux_oven.pdf,Conditional Logic/Causal Reasoning,What is the behavior of the cooling fan after the oven has been switched off?,"When the oven is switched off, the fan continues to run to cool the appli- ance down, then switches itself off auto- matically.","in order to keep the appliance’s sur­ faces cool. When the oven is switched off, the fan continues to run to cool the appliance down, then switches itself off automatically. Temperature Pilot Light Temperature selector Oven power indicator Oven Functions","13, 23, 39, 19, 6, 48, 8",entailment,GROUNDED,0.9932,0.0064,0.0005
electrolux_oven_Q026,electrolux_oven.pdf,Safety Information Lookup,What is the primary electrical safety requirement mentioned for this oven regarding its connection?,This oven must be earthed!,"electrical connection electrolux 49 Electrical Connection The oven is designed to be connected to 230-240 V~(50Hz) electricity supply. The oven has an easily accessible termi­ nal block which is marked as follows: This oven must be earthed! The cable used to connect the oven to the electrical supply must comply to the specifications given be­ low. For UK use only It is necessary that you install a double pole switch between the oven and the electricity supply (mains), with a mini­ mum gap of 3 mm between the switch contacts and of a type suitable for the required load in compliance with the current regulations.","49, 1, 42, 5, 30",entailment,GROUNDED,0.9934,0.0064,0.0002
electrolux_oven_Q028,electrolux_oven.pdf,Safety Information Lookup,What potential hazard is associated with using ingredients containing alcohol in the oven?,Using ingredients containing alcohol in the oven may create an alcohol-air mix- ture that is easily ignited.,"connecting leads to come into contact with or to catch beneath the hot oven door. • Warning: Risk of burns! The interi­ or of the oven becomes hot during use. • Using ingredients containing alcohol in the oven may create an alcohol-air mixture that is easily ignited. In this case, open the door carefully. Do not have embers, sparks or naked flames in the vicinity when opening the door.","5, 39, 6, 48, 3",entailment,GROUNDED,0.9791,0.0182,0.0027
electrolux_oven_Q036,electrolux_oven.pdf,Specification Lookup,What is the nominal voltage and frequency for this oven?,230-240V~(50Hz),"electrical connection electrolux 49 Electrical Connection The oven is designed to be connected to 230-240 V~(50Hz) electricity supply. The oven has an easily accessible termi­ nal block which is marked as follows: This oven must be earthed! The cable used to connect the oven to the electrical supply must comply to the specifications given be­ low. For UK use only It is necessary that you install a double pole switch between the oven and the electricity supply (mains), with a mini­ mum gap of 3 mm between the switch contacts and of a type suitable for the required load in compliance with the current regulations.","49, 57, 33, 31, 1, 27, 28, 26, 14, 30",entailment,GROUNDED,0.886,0.1071,0.007
electrolux_oven_Q041,electrolux_oven.pdf,Tool/Material Identification,What kind of baking tins are suitable for the 'Conventional' oven function?,dark metal and non-stick tins,"24 electrolux usage, tables and tips Usage, Tables and Tips Baking Oven function: Convection with ring heating element or Conventional Baking tins • For Conventional dark metal and non-stick tins are suitable. • For Convection with ring heating element bright metal tins are also suitable. Oven levels • Baking with Conventional is pos­ sible on one oven level. • Using Convection with ring heating element you can bake on up to 3 baking trays at the same time: 1 baking tray: e.g. oven level 3 1 cake tin: e.g. oven level 1 2 baking trays: e. g. oven levels 1 and 3 3 baking trays: oven levels 1, 3 and 5","24, 26, 31, 27, 14",entailment,GROUNDED,0.989,0.0101,0.0009
electrolux_oven_Q049,electrolux_oven.pdf,Procedural Step Inquiry,How do I support the self-cleaning process of the catalytic coating?,"1. Remove all slide-in items from the oven.\n2. Wash the oven floor with warm water and washing up liquid, then dry it.\n3. Set the oven temperature to 250 °C.\n4. Switch the oven off after one hour.\n5. When the oven has cooled but is not cold, wipe off any remaining soiling with a soft damp sponge.","and bleaches • Impregnated pads unsuitable for non-stick saucepans • Brillo/Ajax pads or steel wool pads • Chemical oven pads or aerosols • Rust removers • Bath/Sink stain removers 1. Turn the oven function switch to oven lighting . 2. Remove all accessories and the shelf support rails and wash them with warm water and washing up liquid. 3. Wash the floor of the oven in the same way using warm soapy water, and allow to dry. 4. Wipe the front of the appliance with a damp cloth.","39, 11, 42, 24",neutral,UNCERTAIN,0.1926,0.7141,0.0933
electrolux_oven_Q050,electrolux_oven.pdf,Procedural Step Inquiry,How should I remove the shelf support rails for cleaning?,First pull the front of the rail away from the oven wall (1) and then unhook at the back (2).,"40 electrolux cleaning and care Shelf Support Rails The shelf support rails on the left and right hand sides of the oven can be re­ moved for cleaning the side walls. Removing the shelf support rails First pull the front of the rail away from the oven wall (1) and then unhook at the back (2). Fitting the shelf support rails Important! The rounded ends of the guide rails must be pointing for­ wards! To re-insert, first hook the rail into place at the back (1) and then insert the front and press into place (2).","40, 47, 43, 15, 42, 39, 11, 45, 25",entailment,GROUNDED,0.9908,0.0073,0.0019
electrolux_oven_Q052,electrolux_oven.pdf,Location/Definition,What is the purpose of the 'Roasting Pan' accessory?,For baking and roasting or as a pan for col- lecting fat.,"browned or have crackling, can be roasted in the roasting tin without the lid. Tips on using the roasting chart The figures in the following table are for guidance only. • We recommend cooking meat and fish over 1 kg in weight in the oven. • To prevent escaping meat juices or fat from burning on to the pan, we recommend placing some water in the roasting pan. • Turn the meat as required (after about 1/2 - 2/3 of cooking time). • Baste large roasting joints and poul­ try several times during the cooking time. This will give better roasting re­ sults.","15, 32, 14, 26, 17, 9, 16, 6",entailment,GROUNDED,0.7746,0.167,0.0584
electrolux_oven_Q060,electrolux_oven.pdf,Conditional Logic/Causal Reasoning,"If the oven doesn't heat up and the clock is not set, what is the recommended action?",Set the current time on the clock,"operating the oven electrolux 19 How to use the clock functions • When a function has been selected, the corresponding function indicator flashes for approx. 5 seconds. Dur­ ing this time the desired times can be set using the or button. • When the desired time has been set, the function indicator flashes for ap­ prox. another 5 seconds. After that the function indicator is then lit. The set time begins to run. • Press any of the buttons to stop the acoustic signal. • The desired oven function and tem­ perature can be selected before or after the clock functions Cook time and End time are set.","19, 10, 23, 48, 42, 29",entailment,GROUNDED,0.9375,0.0542,0.0083
